emoji,hexcode,group,subgroups,annotation,tags,hfg_tags,hfg_author,skintone,skintone_base_emoji,skintone_base_hexcode,unicode,order
📡,1F4E1,objects,science,satellite antenna,"antenna, dish, satellite","signal, receive, radiation",Sina Schulz,,,,1,2983
💉,1F489,objects,medical,syringe,"medicine, needle, shot, sick",health,Marius Schnabel,,,,1,2984
💊,1F48A,objects,medical,pill,"doctor, medicine, sick",health,Marius Schnabel,,,,1,2985
🚪,1F6AA,objects,household,door,door,,Lisa Schulz,,,,1,2986
🛏️,1F6CF,objects,household,bed,"hotel, sleep",furniture,Lisa Schulz,,,,1,2988
🛋️,1F6CB,objects,household,couch and lamp,"couch, hotel, lamp",furniture,Lisa Schulz,,,,1,2990
🚽,1F6BD,objects,household,toilet,toilet,,Lisa Schulz,,,,1,2991
🚿,1F6BF,objects,household,shower,water,wash,Lisa Schulz,,,,1,2992
🛁,1F6C1,objects,household,bathtub,bath,"wash, water, foam",Lisa Schulz,,,,1,2993
🛒,1F6D2,objects,household,shopping cart,"cart, shopping, trolley",,Marius Schnabel,,,,3,3002
🚬,1F6AC,objects,other-object,cigarette,smoking,"tobacco, smoke",Marius Schnabel,,,,1,3003
⚰️,26B0,objects,other-object,coffin,death,"funeral, dead",Marius Schnabel,,,,1,3005
🗿,1F5FF,objects,other-object,moai,"face, moyai, statue","stone, easter island",Marius Schnabel,,,,1,3008
🚮,1F6AE,symbols,transport-sign,litter in bin sign,"litter, litter bin","trash, litter, bin, garbage, can, throw, away",Ronja Bäurlen,,,,1,3010
🚰,1F6B0,symbols,transport-sign,potable water,"drinking, potable, water","water, faucet, tap, glass",Ronja Bäurlen,,,,1,3011
♿️,267F,symbols,transport-sign,wheelchair symbol,access,"disabled, toilet, restroom",Ronja Bäurlen,,,,1,3012
🚹️,1F6B9,symbols,transport-sign,men’s room,"lavatory, man, restroom, wc","man, restroom, guy, dude, male, toilet",Ronja Bäurlen,,,,1,3013
🚺️,1F6BA,symbols,transport-sign,women’s room,"lavatory, restroom, wc, woman","woman, female, restroom, chick, women, toilet",Ronja Bäurlen,,,,1,3014
🚻,1F6BB,symbols,transport-sign,restroom,"lavatory, wc","unisex, restroom, male, toilet, woman, female",Ronja Bäurlen,,,,1,3015
🚼️,1F6BC,symbols,transport-sign,baby symbol,"baby, changing","baby, changing, station, restroom, toilet",Ronja Bäurlen,,,,1,3016
🚾,1F6BE,symbols,transport-sign,water closet,"closet, lavatory, restroom, water, wc","restroom, WC, toilet, water, closet",Ronja Bäurlen,,,,1,3017
⚠️,26A0,symbols,warning,warning,warning,,Miriam Vollmeier,,,,1,3023
⛔️,26D4,symbols,warning,no entry,"entry, forbidden, no, not, prohibited, traffic",,Miriam Vollmeier,,,,1,3025
🚫,1F6AB,symbols,warning,prohibited,"entry, forbidden, no, not",,Miriam Vollmeier,,,,1,3026
🚳,1F6B3,symbols,warning,no bicycles,"bicycle, bike, forbidden, no, prohibited",,Miriam Vollmeier,,,,1,3027
🚭️,1F6AD,symbols,warning,no smoking,"forbidden, no, not, prohibited, smoking",,Miriam Vollmeier,,,,1,3028
📵,1F4F5,symbols,warning,no mobile phones,"cell, forbidden, mobile, no, phone",,Miriam Vollmeier,,,,1,3032
🔞,1F51E,symbols,warning,no one under eighteen,"18, age restriction, eighteen, prohibited, underage",,Miriam Vollmeier,,,,1,3033
⬆️,2B06,symbols,arrow,up arrow,"arrow, cardinal, direction, north",above,Jose Avila,,,,1,3039
↗️,2197,symbols,arrow,up-right arrow,"arrow, direction, intercardinal, northeast",diagonal,Jose Avila,,,,1,3041
➡️,27A1,symbols,arrow,right arrow,"arrow, cardinal, direction, east","soon, future",Jose Avila,,,,1,3043
↘️,2198,symbols,arrow,down-right arrow,"arrow, direction, intercardinal, southeast",diagonal,Jose Avila,,,,1,3045
⬇️,2B07,symbols,arrow,down arrow,"arrow, cardinal, direction, down, south",underneath,Jose Avila,,,,1,3047
↙️,2199,symbols,arrow,down-left arrow,"arrow, direction, intercardinal, southwest",diagonal,Jose Avila,,,,1,3049
⬅️,2B05,symbols,arrow,left arrow,"arrow, cardinal, direction, west",past,Jose Avila,,,,1,3051
↖️,2196,symbols,arrow,up-left arrow,"arrow, direction, intercardinal, northwest",diagonal,Jose Avila,,,,1,3053
↕️,2195,symbols,arrow,up-down arrow,arrow,"directions, opposite",Jose Avila,,,,1,3055
↔️,2194,symbols,arrow,left-right arrow,arrow,"directions, opposite",Jose Avila,,,,1,3057
↩️,21A9,symbols,arrow,right arrow curving left,arrow,"directions, turn arround",Jose Avila,,,,1,3059
↪️,21AA,symbols,arrow,left arrow curving right,arrow,"directions, turn arround",Jose Avila,,,,1,3061
⤴️,2934,symbols,arrow,right arrow curving up,arrow,"direction, curve",Jose Avila,,,,1,3063
⤵️,2935,symbols,arrow,right arrow curving down,"arrow, down","direction, curve",Jose Avila,,,,1,3065
🔄,1F504,symbols,arrow,counterclockwise arrows button,"anticlockwise, arrow, counterclockwise, withershins",cycle,Jose Avila,,,,1,3067
🛐,1F6D0,symbols,religion,place of worship,"religion, worship",pray,Jose Avila,,,,1,3073
⚛️,269B,symbols,religion,atom symbol,"atheist, atom",,Jose Avila,,,,1,3075
☯️,262F,symbols,religion,yin yang,"religion, tao, taoist, yang, yin",balance,Jose Avila,,,,1,3083
✝️,271D,symbols,religion,latin cross,"christian, cross, religion",,Jose Avila,,,,1,3085
☪️,262A,symbols,religion,star and crescent,"islam, muslim, religion",,Jose Avila,,,,1,3089
☮️,262E,symbols,religion,peace symbol,peace,,Jose Avila,,,,1,3091
🔀,1F500,symbols,av-symbol,shuffle tracks button,"arrow, crossed",random,Jose Avila,,,,1,3107
🔁,1F501,symbols,av-symbol,repeat button,"arrow, clockwise, repeat",cycle,Jose Avila,,,,1,3108
🔂,1F502,symbols,av-symbol,repeat single button,"arrow, clockwise, once",,Jose Avila,,,,1,3109
▶️,25B6,symbols,av-symbol,play button,"arrow, play, right, triangle",,Jose Avila,,,,1,3111
⏩️,23E9,symbols,av-symbol,fast-forward button,"arrow, double, fast, forward",,Jose Avila,,,,1,3112
⏭️,23ED,symbols,av-symbol,next track button,"arrow, next scene, next track, triangle",,Jose Avila,,,,1,3114
⏯️,23EF,symbols,av-symbol,play or pause button,"arrow, pause, play, right, triangle",,Jose Avila,,,,1,3116
◀️,25C0,symbols,av-symbol,reverse button,"arrow, left, reverse, triangle",,Jose Avila,,,,1,3118
⏪️,23EA,symbols,av-symbol,fast reverse button,"arrow, double, rewind",,Jose Avila,,,,1,3119
⏮️,23EE,symbols,av-symbol,last track button,"arrow, previous scene, previous track, triangle",,Jose Avila,,,,1,3121
🔼,1F53C,symbols,av-symbol,upwards button,"arrow, button, red",improve,Jose Avila,,,,1,3122
⏫,23EB,symbols,av-symbol,fast up button,"arrow, double",,Jose Avila,,,,1,3123
🔽,1F53D,symbols,av-symbol,downwards button,"arrow, button, down, red","decline, decrease",Jose Avila,,,,1,3124
⏬,23EC,symbols,av-symbol,fast down button,"arrow, double, down",,Jose Avila,,,,1,3125
⏸️,23F8,symbols,av-symbol,pause button,"bar, double, pause, vertical",,Jose Avila,,,,1,3127
⏹️,23F9,symbols,av-symbol,stop button,"square, stop",,Jose Avila,,,,1,3129
⏺️,23FA,symbols,av-symbol,record button,"circle, record",,Jose Avila,,,,1,3131
⏏️,23CF,symbols,av-symbol,eject button,eject,,Jose Avila,,,,1,3133
🎦,1F3A6,symbols,av-symbol,cinema,"camera, film, movie",,Jose Avila,,,,1,3134
🔅,1F505,symbols,av-symbol,dim button,"brightness, dim, low",,Jose Avila,,,,1,3135
🔆,1F506,symbols,av-symbol,bright button,"bright, brightness",,Jose Avila,,,,1,3136
📶,1F4F6,symbols,av-symbol,antenna bars,"antenna, bar, cell, mobile, phone",,Jose Avila,,,,1,3137
📳,1F4F3,symbols,av-symbol,vibration mode,"cell, mobile, mode, phone, telephone, vibration",silent mode,Jose Avila,,,,1,3138
📴,1F4F4,symbols,av-symbol,mobile phone off,"cell, mobile, off, phone, telephone",caos,Jose Avila,,,,1,3139
♀️,2640,symbols,other-symbol,female sign,woman,"woman, sign, gender",Hilda Kalyoncu,,,,4,3141
♂️,2642,symbols,other-symbol,male sign,man,"man, sign, gender",Hilda Kalyoncu,,,,4,3143
⚕️,2695,symbols,other-symbol,medical symbol,"aesculapius, medicine, staff","medical, staff",Hilda Kalyoncu,,,,4,3145
♻️,267B,symbols,other-symbol,recycling symbol,recycle,"recycle, nature",Hilda Kalyoncu,,,,1,3149
🔱,1F531,symbols,other-symbol,trident emblem,"anchor, emblem, ship, tool, trident","trident, emblem",Hilda Kalyoncu,,,,1,3152
⭕️,2B55,symbols,other-symbol,heavy large circle,"circle, o","circle, red",Hilda Kalyoncu,,,,1,3155
✅,2705,symbols,other-symbol,white heavy check mark,"check, mark","check, mark, white, right",Hilda Kalyoncu,,,,1,3156
☑️,2611,symbols,other-symbol,ballot box with check,"ballot, box, check","check, right, box",Hilda Kalyoncu,,,,1,3158
✔️,2714,symbols,other-symbol,heavy check mark,"check, mark","check, mark, right, todo",Hilda Kalyoncu,,,,1,3160
✖️,2716,symbols,other-symbol,heavy multiplication x,"cancel, multiplication, multiply, x","multiplication, x, cancel, wrong",Hilda Kalyoncu,,,,1,3162
❌,274C,symbols,other-symbol,cross mark,"cancel, mark, multiplication, multiply, x","cancel, wrong, multiply, x,",Hilda Kalyoncu,,,,1,3163
❎,274E,symbols,other-symbol,cross mark button,"mark, square","mark, square, button",Hilda Kalyoncu,,,,1,3164
➕,2795,symbols,other-symbol,heavy plus sign,"math, plus","math, plus, sign",Hilda Kalyoncu,,,,1,3165
➖,2796,symbols,other-symbol,heavy minus sign,"math, minus","math, minus, sign",Hilda Kalyoncu,,,,1,3166
➗,2797,symbols,other-symbol,heavy division sign,"division, math","math, division, sign",Hilda Kalyoncu,,,,1,3167
❓️,2753,symbols,other-symbol,question mark,"mark, punctuation, question","question, punctation",Hilda Kalyoncu,,,,1,3182
❔,2754,symbols,other-symbol,white question mark,"mark, outlined, punctuation, question","punctation, mark, question, white",Hilda Kalyoncu,,,,1,3183
❕,2755,symbols,other-symbol,white exclamation mark,"exclamation, mark, outlined, punctuation","exclamation, mark, punctation, white",Hilda Kalyoncu,,,,1,3184
❗️,2757,symbols,other-symbol,exclamation mark,"exclamation, mark, punctuation","exclamation, mark, punctation",Hilda Kalyoncu,,,,1,3185
〰️,3030,symbols,other-symbol,wavy dash,"dash, punctuation, wavy","dash, punctuation, wavy",Hilda Kalyoncu,,,,1,3187
©️,00A9,symbols,other-symbol,copyright,copyright,"copyright, c, sign",Hilda Kalyoncu,,,,1,3189
®️,00AE,symbols,other-symbol,registered,registered,"registered, r, sign",Hilda Kalyoncu,,,,1,3191
💯,1F4AF,symbols,alphanum,hundred points,"100, full, hundred, score","perfect, excellent",Jose Avila,,,,1,3219
🔠,1F520,symbols,alphanum,input latin uppercase,"abcd, input, latin, letters, uppercase","letters, alphabet",Jose Avila,,,,1,3220
🔡,1F521,symbols,alphanum,input latin lowercase,"abcd, input, latin, letters, lowercase","letters, alphabet",Jose Avila,,,,1,3221
🔢,1F522,symbols,alphanum,input numbers,"1234, input, numbers",numbers,Jose Avila,,,,1,3222
🔣,1F523,symbols,alphanum,input symbols,"input, 〒♪&%","ampersand, music, note, percentage",Jose Avila,,,,1,3223
🔤,1F524,symbols,alphanum,input latin letters,"abc, alphabet, input, latin, letters","letters, alphabet",Jose Avila,,,,1,3224
🆒,1F192,symbols,alphanum,COOL button,"cool, cool button","popular, nice",Jose Avila,,,,1,3231
ℹ️,2139,symbols,alphanum,information,i,"advice, info",Jose Avila,,,,1,3234
🆔,1F194,symbols,alphanum,ID button,"id, id button, identity",id card,Jose Avila,,,,1,3235
🆕,1F195,symbols,alphanum,NEW button,"new, new button","modern, recent",Jose Avila,,,,1,3238
🆗,1F197,symbols,alphanum,OK button,"ok, ok button",okay,Jose Avila,,,,1,3242
🅿️,1F17F,symbols,alphanum,P button,"p button, parking","place, drive",Jose Avila,,,,1,3244
🆘,1F198,symbols,alphanum,SOS button,"help, sos, sos button","emergency, warning",Jose Avila,,,,1,3245
🆚,1F19A,symbols,alphanum,VS button,"versus, vs, vs button",against,Jose Avila,,,,1,3247
🈂️,1F202,symbols,alphanum,Japanese “service charge” button,"japanese, japanese “service charge” button, katakana, “service charge”, サ",japanese,Jose Avila,,,,1,3250
㊗️,3297,symbols,alphanum,Japanese “congratulations” button,"ideograph, japanese, japanese “congratulations” button, “congratulations”, 祝","japanese, compliments",Jose Avila,,,,1,3264
㊙️,3299,symbols,alphanum,Japanese “secret” button,"ideograph, japanese, japanese “secret” button, “secret”, 秘","japanese, mysterious",Jose Avila,,,,1,3266
🔺,1F53A,symbols,geometric,red triangle pointed up,"geometric, red",arrow,Lisa Schulz,,,,1,3285
🔻,1F53B,symbols,geometric,red triangle pointed down,"down, geometric, red",arrow,Lisa Schulz,,,,1,3286
🔘,1F518,symbols,geometric,radio button,"button, geometric, radio",,Lisa Schulz,,,,1,3288
🏁,1F3C1,flags,flag,chequered flag,"checkered, chequered, racing","black, white, grid, racing",Lisa Schulz,,,,1,3295
🏴,1F3F4,flags,flag,black flag,waving,,Lisa Schulz,,,,1,3298
🏳️,1F3F3,flags,flag,white flag,waving,white,Lisa Schulz,,,,1,3300
🏳️‍🌈,1F3F3-FE0F-200D-1F308,flags,flag,rainbow flag,rainbow,color,Lisa Schulz,,,,4,3301
󰀀,F0000,hfg,ui-element,"return, back button",,,Jose Avila,,,,,
󰀁,F0001,hfg,ui-element,close,,,Jose Avila,,,,,
󰀄,F0004,hfg,ui-element,forward,,,Jose Avila,,,,,
󰀆,F0006,hfg,ui-element,hamburger menu,,,Jose Avila,,,,,
󰀋,F000B,hfg,ui-element,upload,,,Jose Avila,,,,,
󰀌,F000C,hfg,ui-element,download,,,Jose Avila,,,,,
󰀍,F000D,hfg,ui-element,share,,,Jose Avila,,,,,
󰀅,F0005,hfg,ui-element,wifi,,,Baris Camli,,,,,
󰀉,F0009,hfg,ui-element,copy,,,Baris Camli,,,,,
󰀓,F0013,hfg,technology,mouse,,,Baris Camli,,,,,
󰀖,F0016,hfg,ui-element,contacts,,,Baris Camli,,,,,
󰀚,F001A,hfg,ui-element,filter,,,Baris Camli,,,,,
󰀝,F001D,hfg,other,toggle button,,,Baris Camli,,,,,
󰀠,F0020,hfg,interaction,tap,,,Baris Camli,,,,,
󰀣,F0023,hfg,other,exit,,,Baris Camli,,,,,
󰀭,F002D,hfg,brand,Twitter,,,Baris Camli,,,,,
󰀰,F0030,hfg,ui-element,cursor,,,Baris Camli,,,,,
󰀳,F0033,hfg,other,location indicator,,,Baris Camli,,,,,
󰀶,F0036,hfg,technology,augmented reality,,,Baris Camli,,,,,
󰀼,F003C,hfg,other,wireframes,,,Baris Camli,,,,,
󰀿,F003F,hfg,interaction,double tap,,,Baris Camli,,,,,
󰁂,F0042,hfg,ui-element,details,,,Baris Camli,,,,,
󰁅,F0045,hfg,ui-element,hold,,,Baris Camli,,,,,
󰁈,F0048,hfg,technology,led,,,Baris Camli,,,,,
󰁋,F004B,hfg,technology,motor,,,Baris Camli,,,,,
󰁎,F004E,hfg,technology,raspberry pi,,,Baris Camli,,,,,
󰁑,F0051,hfg,situation,safety,,,Baris Camli,,,,,
󰁔,F0054,hfg,technology,virtual reality,,,Baris Camli,,,,,
󰁚,F005A,hfg,other,first aid kit,,,Baris Camli,,,,,
󰁝,F005D,hfg,other,cafeteria,,,Baris Camli,,,,,
󰁣,F0063,hfg,other,code editor,,,Baris Camli,,,,,
󰁧,F0067,hfg,technology,cable,,,Baris Camli,,,,,
󰁪,F006A,hfg,other,armchair,,,Baris Camli,,,,,
󰁭,F006D,hfg,other,donkey,,,Baris Camli,,,,,
󰁱,F0071,hfg,interaction,mark,,,Baris Camli,,,,,
󰁴,F0074,hfg,interaction,three finger operation,,,Baris Camli,,,,,
󰁷,F0077,hfg,interaction,move,,,Baris Camli,,,,,
󰀹,F0039,hfg,other,autonom car,,,Baris Camli,,,,,
󰀂,F0002,hfg,ui-element,duplicate,,"make copy, second, file, create, page, document",Kai Wanschura,,,,,
󰀇,F0007,hfg,ui-element,save,,"store, hard drive, record, hdd, harddisk, download",Kai Wanschura,,,,,
󰀊,F000A,hfg,ui-element,edit,,"change, editing, pencil, page, document, file, write, writing, scribble",Kai Wanschura,,,,,
󰀑,F0011,hfg,ui-element,home button,,"house, main, page, website, navigation, app, ui, symbol, internet, homepage",Kai Wanschura,,,,,
󰀔,F0014,hfg,ui-element,add button,,"new, file, plus, more, create, set",Kai Wanschura,,,,,
󰀗,F0017,hfg,technology,tablet,,"technology, device, portable, screen, phablet, ipad",Kai Wanschura,,,,,
󰀛,F001B,hfg,technology,gps,,"navigation, localization, location, reception, signal, wireless, crosshair, where",Kai Wanschura,,,,,
󰀞,F001E,hfg,interaction,scroll,,"vertical, y-axis, mouse, wheel, movement, up, down",Kai Wanschura,,,,,
󰀡,F0021,hfg,other,switch,,"toggling, changeover switch, exchange counter, left, right",Kai Wanschura,,,,,
󰀤,F0024,hfg,other,emergency exit,,"alarm, fire, escape, way, route, guidance, signage, run, person, people, humans",Kai Wanschura,,,,,
󰀮,F002E,hfg,brand,pinterest,,"social, platform, pins",Kai Wanschura,,,,,
󰀱,F0031,hfg,interaction,swipe,,"swipe, finger, move, hand, sideways, app",Kai Wanschura,,,,,
󰀷,F0037,hfg,ui-element,archive,,"save, save to, library, cupboard, drawer",Kai Wanschura,,,,,
󰀺,F003A,hfg,situation,chats,,"messaging, typing, message, text, writing, write, dialog",Kai Wanschura,,,,,
󰁀,F0040,hfg,situation,collaboration,,"collab, team, teamwork, group, work, communication, circle",Kai Wanschura,,,,,
󰁃,F0043,hfg,ui-element,overview,,"overview, lines, list",Kai Wanschura,,,,,
󰁆,F0046,hfg,interaction,scroll horizontal,,"x-axis, move, mouse, scrollwheel, scrolling",Kai Wanschura,,,,,
󰁉,F0049,hfg,other,scale,,"measurement, scaling, size, distance, meters, inches, miles, kilometers",Kai Wanschura,,,,,
󰁌,F004C,hfg,interaction,page move,,"movement, left, right, site, document, next, previous, paper",Kai Wanschura,,,,,
󰁏,F004F,hfg,technology,smartwatch,,"clock, apps, monitor, intelligent, device, armlet",Kai Wanschura,,,,,
󰁕,F0055,hfg,technology,washing machine,,"clothing, garment, cleaner, home electronics, appliance",Kai Wanschura,,,,,
󰁖,F0056,hfg,interaction,swipe left,,"finger, movement, gesture, touch, app, left, x-axis, hand",Kai Wanschura,,,,,
󰁗,F0057,hfg,interaction,swipe up,,"finger, movement, gesture, touch, app, up, y-axis, hand",Kai Wanschura,,,,,
󰁘,F0058,hfg,interaction,swipe right,,"finger, movement, gesture, touch, app, right, x-axis, hand",Kai Wanschura,,,,,
󰁙,F0059,hfg,interaction,swipe down,,"finger, movement, gesture, touch, app, down, y-axis, hand",Kai Wanschura,,,,,
󰁛,F005B,hfg,other,stairway,,"steps, up, down, ascend, descend, walk",Kai Wanschura,,,,,
󰁡,F0061,hfg,sign,parking garage,,"parking lot, car, automobile, vehicle, sign, traffic sign, p",Kai Wanschura,,,,,
󰁥,F0065,hfg,people,people dialogue,,"communication, talking, chatting, users, humans, conversation, two, face-to-face",Kai Wanschura,,,,,
